transaction_id,status,bank,region,hour,payment_mode,timestamp,day,month,peak_hour,failure_reason,failed_payment_mode
695,Success,BOB,Chennai,15,Net Banking,2025-06-13,Friday,June,21,,
696,Success,HDFC,Delhi,7,Net Banking,2025-03-05,Wednesday,March,21,,
697,Success,PNB,Hyderabad,19,Wallet,2025-04-13,Thursday,May,18,,
698,Success,BOB,Bengaluru,21,Net Banking,2025-01-25,Friday,June,21,,
699,Success,BOB,Pune,18,Wallet,2025-05-17,Sunday,February,18,,
700,Success,Kotak,Hyderabad,22,Net Banking,2025-04-27,Saturday,May,21,,
701,Success,ICICI,Bengaluru,0,Net Banking,2025-01-24,Monday,March,12,,
702,Success,PNB,Kolkata,14,Wallet,2025-01-26,Friday,May,12,,
703,Success,SBI,Mumbai,7,Net Banking,2025-02-22,Saturday,March,21,,
704,Failure,BOB,Mumbai,23,UPI,2025-03-13,Wednesday,June,18,Network Issue,UPI
705,Success,SBI,Delhi,1,Wallet,2025-02-09,Saturday,February,18,,
706,Success,SBI,Hyderabad,6,UPI,2025-03-05,Friday,January,9,,
707,Success,AXIS,Bengaluru,7,Wallet,2025-03-17,Sunday,June,9,,
708,Failure,HDFC,Chennai,13,Wallet,2025-01-12,Monday,June,18,Bank Server Down,Wallet
709,Success,SBI,Chennai,12,Card,2025-03-27,Thursday,January,12,,
710,Success,PNB,Pune,19,Wallet,2025-06-24,Thursday,June,18,,
711,Success,HDFC,Mumbai,2,Card,2025-05-11,Saturday,June,12,,
712,Success,PNB,Kolkata,20,Card,2025-05-10,Monday,March,12,,
713,Success,PNB,Chennai,1,UPI,2025-06-26,Thursday,March,12,,
714,Success,Kotak,Delhi,2,UPI,2025-03-08,Saturday,February,12,,
715,Success,SBI,Mumbai,15,UPI,2025-02-01,Monday,March,18,,
716,Failure,AXIS,Pune,20,Card,2025-06-06,Thursday,March,9,Bank Server Down,Card
717,Success,BOB,Pune,10,Wallet,2025-03-24,Wednesday,June,18,,
718,Success,HDFC,Chennai,17,Net Banking,2025-03-14,Thursday,March,18,,
719,Success,BOB,Kolkata,9,Wallet,2025-01-25,Sunday,June,9,,
720,Failure,BOB,Delhi,0,Wallet,2025-06-02,Thursday,March,18,Insufficient Balance,Wallet
721,Failure,AXIS,Delhi,8,Card,2025-04-14,Tuesday,March,12,Bank Server Down,Card
722,Success,Kotak,Hyderabad,8,UPI,2025-06-14,Friday,May,21,,
723,Success,HDFC,Bengaluru,15,Net Banking,2025-02-04,Tuesday,May,12,,
724,Success,AXIS,Hyderabad,2,Wallet,2025-06-27,Sunday,June,9,,
725,Success,AXIS,Bengaluru,23,Net Banking,2025-03-09,Wednesday,April,21,,
726,Success,HDFC,Hyderabad,15,Wallet,2025-06-07,Sunday,June,12,,
727,Success,BOB,Delhi,17,UPI,2025-06-11,Monday,April,18,,
728,Success,PNB,Chennai,22,Wallet,2025-04-04,Sunday,April,9,,
729,Success,Kotak,Delhi,12,Wallet,2025-04-28,Friday,May,12,,
730,Failure,AXIS,Kolkata,14,UPI,2025-02-27,Thursday,January,12,Bank Server Down,UPI
731,Success,ICICI,Bengaluru,4,UPI,2025-03-19,Sunday,March,18,,
732,Success,AXIS,Kolkata,13,Net Banking,2025-05-17,Friday,January,9,,
733,Success,ICICI,Mumbai,16,Net Banking,2025-03-03,Friday,March,12,,
734,Success,SBI,Bengaluru,8,Net Banking,2025-03-17,Friday,March,21,,
735,Success,PNB,Delhi,20,Wallet,2025-05-25,Monday,March,12,,
736,Success,ICICI,Chennai,1,Wallet,2025-05-15,Tuesday,February,9,,
737,Success,PNB,Kolkata,22,UPI,2025-01-13,Monday,March,18,,
738,Success,AXIS,Pune,18,UPI,2025-02-02,Tuesday,January,18,,
739,Success,BOB,Kolkata,20,Wallet,2025-05-11,Monday,January,21,,
740,Success,BOB,Kolkata,19,UPI,2025-04-06,Thursday,March,18,,
741,Success,AXIS,Chennai,3,Net Banking,2025-03-15,Wednesday,February,21,,
742,Success,Kotak,Pune,13,Net Banking,2025-05-05,Sunday,June,18,,
743,Success,Kotak,Bengaluru,17,Net Banking,2025-01-20,Friday,March,18,,
744,Success,PNB,Delhi,1,Card,2025-03-27,Sunday,February,12,,
745,Success,SBI,Hyderabad,23,UPI,2025-03-02,Monday,June,18,,
746,Success,HDFC,Kolkata,4,UPI,2025-02-12,Monday,May,18,,
747,Failure,AXIS,Kolkata,13,Wallet,2025-04-25,Friday,May,9,Daily Limit Exceeded,Wallet
748,Success,PNB,Delhi,20,Card,2025-04-21,Tuesday,June,21,,
749,Success,HDFC,Chennai,6,UPI,2025-01-13,Tuesday,January,18,,
750,Failure,BOB,Bengaluru,9,Wallet,2025-03-05,Friday,March,9,Network Issue,Wallet
751,Success,PNB,Kolkata,19,Wallet,2025-01-13,Tuesday,May,18,,
752,Success,HDFC,Chennai,0,Wallet,2025-02-09,Thursday,January,21,,
753,Success,BOB,Bengaluru,13,Wallet,2025-03-18,Saturday,June,18,,
754,Success,AXIS,Delhi,16,UPI,2025-03-10,Friday,June,9,,
755,Failure,SBI,Kolkata,3,UPI,2025-01-12,Friday,January,21,Insufficient Balance,UPI
756,Success,Kotak,Kolkata,7,Card,2025-03-10,Tuesday,May,9,,
757,Success,PNB,Hyderabad,10,UPI,2025-01-19,Saturday,April,9,,
758,Success,HDFC,Chennai,1,Card,2025-06-27,Monday,February,12,,
759,Success,PNB,Chennai,7,Wallet,2025-02-09,Sunday,April,9,,
760,Success,PNB,Bengaluru,8,Wallet,2025-03-15,Wednesday,May,12,,
761,Failure,PNB,Pune,13,Card,2025-03-19,Saturday,April,21,Invalid UPI ID,Card
762,Success,HDFC,Hyderabad,23,UPI,2025-05-26,Monday,February,18,,
763,Success,SBI,Kolkata,4,UPI,2025-01-05,Saturday,May,21,,
764,Success,PNB,Kolkata,5,UPI,2025-06-12,Saturday,February,9,,
765,Success,PNB,Chennai,6,Net Banking,2025-06-11,Thursday,April,21,,
766,Success,AXIS,Kolkata,15,UPI,2025-06-08,Thursday,May,12,,
767,Success,Kotak,Bengaluru,8,Net Banking,2025-04-22,Friday,March,9,,
768,Success,ICICI,Bengaluru,0,Net Banking,2025-02-05,Saturday,February,21,,
769,Success,ICICI,Chennai,0,UPI,2025-03-03,Sunday,March,9,,
770,Failure,SBI,Mumbai,22,Net Banking,2025-02-01,Saturday,January,18,Invalid UPI ID,Net Banking
771,Success,Kotak,Kolkata,3,Card,2025-05-15,Thursday,February,21,,
772,Success,Kotak,Chennai,10,Net Banking,2025-01-06,Monday,February,12,,
773,Success,BOB,Bengaluru,19,Card,2025-01-10,Tuesday,April,9,,
774,Success,AXIS,Hyderabad,23,Net Banking,2025-01-07,Wednesday,February,12,,
775,Failure,Kotak,Kolkata,21,Card,2025-06-03,Thursday,January,21,Bank Server Down,Card
776,Success,HDFC,Hyderabad,21,Wallet,2025-05-02,Friday,March,21,,
777,Success,PNB,Chennai,23,Wallet,2025-04-20,Wednesday,January,12,,
778,Failure,Kotak,Bengaluru,8,Wallet,2025-04-04,Thursday,June,9,Daily Limit Exceeded,Wallet
779,Success,Kotak,Kolkata,5,Net Banking,2025-05-16,Sunday,April,9,,
780,Success,HDFC,Bengaluru,20,Net Banking,2025-01-24,Sunday,February,9,,
781,Failure,ICICI,Hyderabad,11,UPI,2025-06-04,Sunday,May,12,Wrong PIN,UPI
782,Success,BOB,Bengaluru,0,Card,2025-05-28,Monday,April,18,,
783,Success,BOB,Kolkata,0,Wallet,2025-06-26,Friday,February,21,,
784,Success,ICICI,Kolkata,22,Card,2025-04-15,Wednesday,March,12,,
785,Success,BOB,Pune,22,UPI,2025-06-27,Wednesday,March,9,,
786,Success,Kotak,Kolkata,21,Card,2025-04-10,Tuesday,February,21,,
787,Success,ICICI,Kolkata,2,Card,2025-05-26,Tuesday,April,12,,
788,Success,SBI,Pune,21,UPI,2025-06-19,Saturday,May,21,,
789,Failure,PNB,Mumbai,8,Wallet,2025-06-08,Monday,February,9,Insufficient Balance,Wallet
790,Success,SBI,Mumbai,3,Net Banking,2025-01-02,Tuesday,June,9,,
791,Success,HDFC,Bengaluru,14,Card,2025-01-17,Tuesday,January,21,,
792,Success,AXIS,Bengaluru,20,Wallet,2025-03-07,Sunday,April,9,,
793,Failure,HDFC,Chennai,14,UPI,2025-01-01,Thursday,April,12,Wrong PIN,UPI
794,Success,Kotak,Chennai,17,Net Banking,2025-04-10,Tuesday,May,21,,
795,Success,PNB,Kolkata,8,Card,2025-04-20,Monday,February,9,,
796,Success,Kotak,Mumbai,11,Card,2025-02-10,Saturday,May,21,,
797,Success,PNB,Pune,13,UPI,2025-01-07,Sunday,February,12,,
798,Success,ICICI,Kolkata,13,UPI,2025-05-21,Sunday,June,18,,
799,Success,ICICI,Hyderabad,18,Net Banking,2025-02-06,Friday,June,18,,
800,Success,Kotak,Bengaluru,6,Card,2025-06-15,Friday,June,12,,
801,Success,Kotak,Hyderabad,14,Net Banking,2025-01-18,Thursday,June,21,,
802,Success,ICICI,Delhi,14,Wallet,2025-01-08,Sunday,January,12,,
803,Success,AXIS,Kolkata,21,Net Banking,2025-05-01,Saturday,February,21,,
804,Success,ICICI,Pune,3,Net Banking,2025-06-08,Saturday,February,9,,
805,Success,Kotak,Bengaluru,5,Net Banking,2025-02-27,Wednesday,March,18,,
806,Success,PNB,Hyderabad,5,UPI,2025-05-13,Thursday,January,21,,
807,Success,HDFC,Mumbai,16,UPI,2025-05-10,Wednesday,April,18,,
808,Success,ICICI,Pune,4,Wallet,2025-02-27,Sunday,February,9,,
809,Success,HDFC,Mumbai,16,Wallet,2025-06-26,Saturday,January,18,,
810,Success,ICICI,Kolkata,20,Net Banking,2025-05-19,Tuesday,June,18,,
811,Success,Kotak,Pune,1,Net Banking,2025-03-04,Wednesday,March,18,,
812,Success,Kotak,Delhi,21,UPI,2025-04-04,Thursday,June,21,,
813,Success,PNB,Hyderabad,9,UPI,2025-05-25,Saturday,June,9,,
814,Success,PNB,Delhi,22,Wallet,2025-02-27,Thursday,June,9,,
815,Success,Kotak,Kolkata,4,UPI,2025-03-12,Tuesday,June,21,,
816,Success,SBI,Delhi,17,Net Banking,2025-04-18,Sunday,March,21,,
817,Success,PNB,Hyderabad,1,UPI,2025-06-04,Thursday,June,21,,
818,Success,PNB,Mumbai,10,Net Banking,2025-05-01,Wednesday,January,18,,
819,Success,SBI,Chennai,0,Wallet,2025-03-13,Monday,April,9,,
820,Failure,Kotak,Chennai,0,Card,2025-03-07,Saturday,April,12,Network Issue,Card
821,Success,SBI,Hyderabad,4,Card,2025-05-17,Friday,March,9,,
822,Success,BOB,Chennai,16,Net Banking,2025-05-20,Sunday,May,12,,
823,Success,AXIS,Bengaluru,8,Wallet,2025-03-27,Monday,February,9,,
824,Success,HDFC,Hyderabad,16,Card,2025-01-10,Thursday,January,21,,
825,Success,BOB,Hyderabad,2,Card,2025-03-28,Saturday,April,18,,
826,Success,PNB,Hyderabad,11,Net Banking,2025-03-25,Tuesday,April,12,,
827,Success,PNB,Pune,13,Wallet,2025-06-15,Sunday,January,12,,
828,Success,ICICI,Bengaluru,19,UPI,2025-06-25,Thursday,May,12,,
829,Success,PNB,Hyderabad,12,Wallet,2025-03-05,Monday,March,12,,
830,Success,SBI,Kolkata,10,Card,2025-04-01,Friday,January,9,,
831,Success,BOB,Chennai,22,UPI,2025-06-22,Wednesday,March,12,,
832,Success,ICICI,Delhi,3,UPI,2025-05-07,Friday,March,21,,
833,Success,HDFC,Delhi,15,Wallet,2025-02-05,Friday,April,9,,
834,Success,Kotak,Hyderabad,23,Net Banking,2025-04-27,Tuesday,March,21,,
835,Success,BOB,Kolkata,0,Card,2025-03-08,Tuesday,January,18,,
836,Success,ICICI,Pune,23,Net Banking,2025-04-24,Tuesday,April,21,,
837,Success,BOB,Hyderabad,2,UPI,2025-03-03,Friday,February,21,,
838,Success,Kotak,Bengaluru,17,UPI,2025-04-20,Monday,April,18,,
839,Success,Kotak,Bengaluru,5,UPI,2025-06-15,Monday,January,21,,
840,Failure,AXIS,Bengaluru,4,Card,2025-01-16,Tuesday,March,12,Invalid UPI ID,Card
841,Success,ICICI,Chennai,2,UPI,2025-06-07,Thursday,April,18,,
842,Success,Kotak,Delhi,9,Card,2025-04-15,Friday,March,9,,
843,Failure,PNB,Chennai,20,UPI,2025-04-15,Sunday,March,9,Network Issue,UPI
844,Success,HDFC,Chennai,23,UPI,2025-02-17,Monday,February,21,,
845,Success,PNB,Chennai,2,Wallet,2025-04-11,Monday,June,12,,
846,Success,ICICI,Chennai,14,UPI,2025-03-19,Thursday,March,12,,
847,Success,HDFC,Kolkata,14,Net Banking,2025-03-28,Thursday,April,21,,
848,Success,HDFC,Delhi,3,Wallet,2025-02-01,Sunday,January,21,,
849,Success,AXIS,Pune,5,Net Banking,2025-05-10,Saturday,June,9,,
850,Success,BOB,Hyderabad,16,Wallet,2025-03-14,Monday,May,12,,
851,Success,HDFC,Hyderabad,10,Card,2025-04-22,Monday,February,21,,
852,Success,Kotak,Kolkata,11,Net Banking,2025-06-07,Thursday,February,21,,
853,Failure,AXIS,Chennai,3,UPI,2025-02-12,Thursday,March,18,Invalid UPI ID,UPI
854,Success,Kotak,Hyderabad,20,Wallet,2025-04-02,Tuesday,June,12,,
855,Success,Kotak,Delhi,2,UPI,2025-04-12,Tuesday,May,21,,
856,Success,SBI,Mumbai,14,Card,2025-05-12,Wednesday,May,18,,
857,Success,HDFC,Chennai,5,Wallet,2025-04-27,Wednesday,March,9,,
858,Success,AXIS,Chennai,15,Net Banking,2025-04-27,Friday,May,12,,
859,Success,BOB,Pune,1,UPI,2025-01-26,Tuesday,May,9,,
860,Success,AXIS,Kolkata,9,Card,2025-05-23,Sunday,February,9,,
861,Success,Kotak,Kolkata,6,Card,2025-05-19,Thursday,April,18,,
862,Success,ICICI,Pune,1,Net Banking,2025-01-08,Monday,February,18,,
863,Success,PNB,Chennai,13,Wallet,2025-04-07,Saturday,May,9,,
864,Success,BOB,Hyderabad,3,Wallet,2025-02-18,Monday,January,9,,
865,Success,HDFC,Bengaluru,22,Net Banking,2025-04-06,Saturday,January,12,,
866,Success,Kotak,Bengaluru,11,Wallet,2025-05-08,Saturday,May,9,,
867,Success,Kotak,Bengaluru,20,Net Banking,2025-05-13,Thursday,February,12,,
868,Success,HDFC,Chennai,3,Card,2025-03-22,Tuesday,June,21,,
869,Success,AXIS,Hyderabad,11,Card,2025-04-05,Tuesday,March,9,,
870,Failure,BOB,Kolkata,22,Wallet,2025-05-24,Thursday,January,18,Network Issue,Wallet
871,Success,BOB,Bengaluru,15,UPI,2025-04-26,Friday,February,12,,
872,Success,Kotak,Kolkata,23,Net Banking,2025-02-24,Tuesday,March,21,,
873,Success,BOB,Bengaluru,20,UPI,2025-01-05,Tuesday,June,21,,
874,Success,BOB,Pune,5,Wallet,2025-04-20,Monday,June,21,,
875,Success,AXIS,Hyderabad,3,UPI,2025-03-15,Saturday,June,12,,
876,Success,PNB,Mumbai,10,Wallet,2025-04-25,Friday,January,18,,
877,Success,BOB,Pune,7,UPI,2025-01-28,Monday,April,12,,
878,Failure,PNB,Pune,15,Wallet,2025-04-05,Sunday,May,12,Wrong PIN,Wallet
879,Success,ICICI,Kolkata,4,UPI,2025-02-17,Thursday,June,9,,
880,Failure,ICICI,Chennai,3,Net Banking,2025-04-14,Tuesday,January,21,Invalid UPI ID,Net Banking
881,Success,BOB,Bengaluru,23,Wallet,2025-06-03,Thursday,March,9,,
882,Failure,Kotak,Chennai,6,Net Banking,2025-02-26,Friday,June,21,Invalid UPI ID,Net Banking
883,Success,SBI,Mumbai,10,Wallet,2025-05-03,Tuesday,February,18,,
884,Success,PNB,Bengaluru,23,UPI,2025-05-13,Tuesday,February,12,,
885,Success,AXIS,Delhi,4,Card,2025-01-09,Saturday,April,9,,
886,Success,SBI,Pune,5,Net Banking,2025-02-25,Sunday,February,18,,
887,Success,HDFC,Bengaluru,23,Card,2025-05-28,Saturday,April,21,,
888,Success,HDFC,Chennai,16,Net Banking,2025-06-23,Thursday,March,9,,
889,Success,ICICI,Bengaluru,0,Card,2025-04-08,Monday,January,12,,
890,Failure,PNB,Mumbai,14,UPI,2025-04-20,Friday,March,21,Invalid UPI ID,UPI
891,Success,Kotak,Mumbai,0,Net Banking,2025-05-14,Thursday,February,21,,
892,Success,BOB,Pune,21,UPI,2025-03-16,Sunday,January,21,,
893,Success,ICICI,Bengaluru,6,Net Banking,2025-03-21,Saturday,April,21,,
894,Success,Kotak,Delhi,19,Wallet,2025-05-16,Wednesday,March,12,,
895,Success,BOB,Hyderabad,12,Wallet,2025-01-22,Friday,June,12,,
896,Success,BOB,Chennai,22,Wallet,2025-03-12,Friday,February,18,,
897,Success,PNB,Hyderabad,17,Net Banking,2025-01-05,Monday,June,9,,
898,Success,AXIS,Mumbai,4,Wallet,2025-04-19,Friday,June,12,,
899,Success,ICICI,Mumbai,22,UPI,2025-03-22,Friday,January,21,,
900,Success,BOB,Mumbai,2,Wallet,2025-01-25,Thursday,April,18,,
901,Success,HDFC,Bengaluru,22,Wallet,2025-06-26,Saturday,April,9,,
902,Success,SBI,Hyderabad,23,Wallet,2025-05-07,Thursday,June,12,,
903,Success,BOB,Mumbai,22,Wallet,2025-06-11,Saturday,April,12,,
904,Success,HDFC,Pune,11,Net Banking,2025-05-23,Monday,January,12,,
905,Success,AXIS,Delhi,9,Card,2025-01-19,Friday,January,9,,
906,Failure,HDFC,Delhi,3,Wallet,2025-06-25,Friday,April,12,Bank Server Down,Wallet
907,Success,PNB,Kolkata,10,UPI,2025-03-04,Saturday,May,21,,
908,Success,Kotak,Kolkata,16,Wallet,2025-04-28,Wednesday,March,9,,
909,Success,HDFC,Hyderabad,5,Net Banking,2025-02-12,Tuesday,April,18,,
910,Success,Kotak,Hyderabad,23,Card,2025-05-08,Sunday,February,9,,
911,Failure,HDFC,Delhi,2,Net Banking,2025-02-24,Saturday,June,18,Insufficient Balance,Net Banking
912,Success,SBI,Chennai,21,Net Banking,2025-05-21,Monday,May,21,,
913,Success,AXIS,Bengaluru,7,Net Banking,2025-01-03,Monday,January,21,,
914,Success,Kotak,Chennai,17,Wallet,2025-02-12,Saturday,June,21,,
915,Success,ICICI,Mumbai,11,UPI,2025-02-17,Wednesday,June,12,,
916,Success,ICICI,Chennai,15,Wallet,2025-02-20,Friday,May,9,,
917,Success,HDFC,Kolkata,15,Net Banking,2025-04-16,Saturday,May,9,,
918,Failure,SBI,Chennai,6,UPI,2025-06-17,Saturday,March,9,Network Issue,UPI
919,Success,AXIS,Kolkata,10,Net Banking,2025-05-06,Saturday,March,21,,
920,Success,SBI,Delhi,12,Wallet,2025-06-25,Saturday,April,12,,
921,Success,AXIS,Chennai,10,UPI,2025-05-05,Wednesday,June,12,,
922,Success,SBI,Mumbai,4,Wallet,2025-03-07,Monday,May,21,,
923,Success,HDFC,Delhi,13,UPI,2025-03-09,Sunday,January,9,,
924,Failure,SBI,Hyderabad,22,Net Banking,2025-06-06,Saturday,March,12,Daily Limit Exceeded,Net Banking
925,Success,ICICI,Chennai,19,Wallet,2025-06-07,Sunday,March,21,,
926,Success,PNB,Mumbai,22,UPI,2025-06-12,Friday,January,12,,
927,Success,SBI,Delhi,2,UPI,2025-04-05,Friday,May,9,,
928,Success,AXIS,Mumbai,1,Wallet,2025-06-26,Monday,February,18,,
929,Success,Kotak,Bengaluru,16,Net Banking,2025-03-10,Friday,February,12,,
930,Success,SBI,Pune,1,Card,2025-03-28,Tuesday,April,21,,
931,Failure,Kotak,Bengaluru,10,UPI,2025-01-07,Saturday,February,18,Invalid UPI ID,UPI
932,Failure,BOB,Mumbai,11,UPI,2025-02-24,Wednesday,March,12,Bank Server Down,UPI
933,Success,AXIS,Chennai,15,Net Banking,2025-02-12,Saturday,February,12,,
934,Success,AXIS,Hyderabad,11,Net Banking,2025-01-07,Friday,March,9,,
935,Success,Kotak,Kolkata,13,UPI,2025-06-26,Monday,January,12,,
936,Failure,ICICI,Pune,16,UPI,2025-04-07,Wednesday,June,21,Wrong PIN,UPI
937,Success,HDFC,Delhi,22,UPI,2025-04-07,Wednesday,April,9,,
938,Success,SBI,Hyderabad,2,Net Banking,2025-01-25,Thursday,February,9,,
939,Success,AXIS,Kolkata,15,Net Banking,2025-03-02,Sunday,March,9,,
940,Success,ICICI,Bengaluru,8,Net Banking,2025-01-03,Sunday,January,9,,
941,Success,Kotak,Hyderabad,13,UPI,2025-01-15,Saturday,February,9,,
942,Success,BOB,Mumbai,8,UPI,2025-01-04,Wednesday,April,18,,
943,Success,BOB,Hyderabad,14,UPI,2025-05-23,Friday,June,9,,
944,Success,ICICI,Hyderabad,22,Net Banking,2025-06-21,Wednesday,January,21,,
945,Failure,ICICI,Bengaluru,6,Wallet,2025-03-03,Monday,May,18,Bank Server Down,Wallet
946,Success,BOB,Delhi,6,Wallet,2025-02-03,Tuesday,April,21,,
947,Success,BOB,Kolkata,12,Wallet,2025-04-02,Saturday,April,12,,
948,Success,AXIS,Kolkata,1,Card,2025-06-25,Saturday,January,9,,
949,Success,PNB,Delhi,3,Wallet,2025-02-20,Saturday,May,12,,
950,Success,PNB,Chennai,15,Net Banking,2025-06-03,Sunday,April,21,,
951,Success,BOB,Delhi,18,Wallet,2025-01-25,Tuesday,March,18,,
952,Success,SBI,Chennai,17,Net Banking,2025-02-16,Sunday,May,12,,
953,Success,PNB,Chennai,16,Net Banking,2025-01-06,Wednesday,June,18,,
954,Success,Kotak,Hyderabad,18,Net Banking,2025-03-07,Friday,June,18,,
955,Success,ICICI,Mumbai,21,Wallet,2025-05-10,Monday,January,21,,
956,Success,SBI,Pune,9,Net Banking,2025-01-03,Thursday,February,9,,
957,Failure,HDFC,Hyderabad,21,Card,2025-06-02,Sunday,January,21,Wrong PIN,Card
958,Success,HDFC,Delhi,19,Card,2025-05-02,Thursday,February,12,,
959,Success,BOB,Chennai,14,Net Banking,2025-03-02,Thursday,April,9,,
960,Failure,AXIS,Chennai,2,Net Banking,2025-02-10,Saturday,February,18,Network Issue,Net Banking
961,Success,BOB,Delhi,15,Net Banking,2025-03-22,Thursday,June,21,,
962,Success,Kotak,Bengaluru,16,Wallet,2025-05-23,Sunday,February,21,,
963,Success,ICICI,Delhi,22,Card,2025-01-17,Thursday,January,21,,
964,Success,HDFC,Mumbai,19,Wallet,2025-05-19,Saturday,March,12,,
965,Success,AXIS,Kolkata,19,Net Banking,2025-06-28,Saturday,January,12,,
966,Success,BOB,Bengaluru,11,Net Banking,2025-03-17,Sunday,June,21,,
967,Failure,BOB,Delhi,12,Wallet,2025-05-17,Sunday,June,12,Wrong PIN,Wallet
968,Success,SBI,Bengaluru,17,Net Banking,2025-04-18,Sunday,April,18,,
969,Success,AXIS,Chennai,5,Card,2025-03-23,Thursday,June,12,,
970,Success,PNB,Delhi,10,UPI,2025-06-10,Sunday,February,18,,
971,Success,HDFC,Pune,11,Wallet,2025-05-16,Monday,February,21,,
972,Failure,AXIS,Kolkata,22,UPI,2025-06-27,Tuesday,April,12,Bank Server Down,UPI
973,Success,HDFC,Delhi,17,Wallet,2025-03-01,Friday,January,12,,
974,Success,AXIS,Hyderabad,20,Net Banking,2025-03-25,Sunday,March,12,,
975,Failure,AXIS,Bengaluru,22,Card,2025-05-08,Tuesday,June,21,Wrong PIN,Card
976,Success,HDFC,Chennai,4,Card,2025-04-16,Monday,June,21,,
977,Success,Kotak,Kolkata,13,Card,2025-02-25,Saturday,February,21,,
978,Failure,SBI,Delhi,4,UPI,2025-04-25,Wednesday,June,18,Network Issue,UPI
979,Success,SBI,Mumbai,2,Wallet,2025-06-19,Thursday,January,18,,
980,Success,SBI,Mumbai,6,UPI,2025-02-01,Saturday,May,21,,
981,Success,Kotak,Pune,2,Wallet,2025-05-22,Tuesday,January,21,,
982,Success,BOB,Pune,2,Card,2025-05-07,Wednesday,February,18,,
983,Failure,PNB,Pune,9,Card,2025-05-12,Tuesday,January,9,Bank Server Down,Card
984,Failure,ICICI,Mumbai,17,Wallet,2025-04-13,Saturday,May,18,Wrong PIN,Wallet
985,Success,PNB,Delhi,5,Net Banking,2025-03-23,Friday,January,21,,
986,Success,PNB,Bengaluru,18,Wallet,2025-06-18,Monday,May,18,,
987,Success,ICICI,Mumbai,8,UPI,2025-05-14,Sunday,April,18,,
988,Success,Kotak,Delhi,0,UPI,2025-06-02,Thursday,April,18,,
989,Success,Kotak,Mumbai,13,Wallet,2025-05-04,Friday,March,21,,
990,Success,ICICI,Kolkata,4,UPI,2025-01-05,Monday,May,12,,
991,Success,AXIS,Mumbai,10,Wallet,2025-02-07,Thursday,June,12,,
992,Success,BOB,Bengaluru,19,Net Banking,2025-04-06,Thursday,April,12,,
993,Success,PNB,Chennai,0,Net Banking,2025-04-23,Sunday,January,12,,
994,Success,ICICI,Chennai,15,Net Banking,2025-02-05,Saturday,January,21,,
995,Success,PNB,Hyderabad,9,UPI,2025-02-06,Saturday,March,9,,
996,Success,HDFC,Bengaluru,7,Wallet,2025-02-01,Wednesday,May,9,,
997,Success,BOB,Delhi,21,Net Banking,2025-02-11,Saturday,January,21,,
998,Success,SBI,Kolkata,5,UPI,2025-02-05,Monday,May,18,,
999,Success,Kotak,Bengaluru,22,Net Banking,2025-04-25,Saturday,April,12,,
1000,Success,AXIS,Kolkata,12,UPI,2025-03-27,Wednesday,February,12,,
1001,Success,Kotak,Hyderabad,3,Card,2025-01-17,Sunday,June,12,,
1002,Failure,PNB,Kolkata,5,UPI,2025-01-22,Wednesday,January,21,Bank Server Down,UPI
1003,Success,AXIS,Hyderabad,8,Wallet,2025-05-21,Wednesday,March,18,,
1004,Success,ICICI,Pune,0,Net Banking,2025-03-27,Saturday,January,18,,
1005,Failure,PNB,Bengaluru,17,Net Banking,2025-06-18,Tuesday,February,12,Insufficient Balance,Net Banking
1006,Success,SBI,Kolkata,0,Wallet,2025-02-27,Wednesday,May,21,,
1007,Success,HDFC,Chennai,13,Net Banking,2025-03-19,Wednesday,January,18,,
1008,Success,SBI,Mumbai,8,Card,2025-04-24,Saturday,April,18,,
1009,Success,BOB,Mumbai,16,UPI,2025-02-24,Wednesday,January,21,,
1010,Success,HDFC,Kolkata,8,UPI,2025-03-10,Monday,June,12,,
1011,Success,Kotak,Kolkata,16,Wallet,2025-03-03,Monday,June,9,,
1012,Failure,ICICI,Chennai,3,UPI,2025-01-10,Sunday,June,21,Bank Server Down,UPI
1013,Success,SBI,Chennai,18,Wallet,2025-06-18,Sunday,May,18,,
1014,Success,AXIS,Hyderabad,6,Wallet,2025-02-23,Wednesday,June,9,,
1015,Success,Kotak,Chennai,4,Wallet,2025-05-21,Thursday,April,18,,
1016,Failure,PNB,Kolkata,2,Card,2025-04-27,Wednesday,May,9,Network Issue,Card
1017,Success,ICICI,Chennai,18,UPI,2025-06-15,Friday,February,18,,
1018,Success,ICICI,Chennai,7,Wallet,2025-01-18,Friday,June,12,,
1019,Success,Kotak,Delhi,17,Wallet,2025-05-02,Wednesday,February,12,,
1020,Success,Kotak,Pune,12,UPI,2025-02-01,Saturday,May,12,,
1021,Success,PNB,Hyderabad,9,Wallet,2025-04-12,Monday,May,9,,
1022,Success,HDFC,Chennai,3,Wallet,2025-01-13,Saturday,June,12,,
1023,Success,ICICI,Pune,14,UPI,2025-03-23,Friday,April,18,,
1024,Success,HDFC,Kolkata,11,UPI,2025-04-14,Friday,January,9,,
1025,Success,BOB,Pune,3,Wallet,2025-04-11,Saturday,March,21,,
1026,Success,BOB,Kolkata,7,Wallet,2025-04-08,Saturday,January,9,,
1027,Failure,ICICI,Bengaluru,5,Wallet,2025-01-18,Tuesday,February,9,Network Issue,Wallet
1028,Success,AXIS,Mumbai,12,Wallet,2025-02-13,Monday,March,12,,
